Season,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Population
summer,1924,Paris,Rugby,Rugby,"FRAYSSINET, E.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"GALAU, Henri",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"GERENTES, Gilbert",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"GONNET, C.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"GOT, Raoul",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"JAUREGUY, Adolphe",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"LASSERRE, René",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"LEPATEY, L.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"LUBIN-LEBRÈRE, Marcel-Frédéric",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"MONTADE, C.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"PIQUIRAL, Etienne",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"PITEU, R.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"RIBERE, E.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"VAYSSE, Jean",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Sailing,Sailing,"CARP, Johan Robbert",Men,6M,Bronze,Netherlands,16936520.0
summer,1924,Paris,Sailing,Sailing,"GUEPIN, Antonij Johannes",Men,6M,Bronze,Netherlands,16936520.0
summer,1924,Paris,Sailing,Sailing,"VREEDE, Jan Anthony",Men,6M,Bronze,Netherlands,16936520.0
summer,1924,Paris,Sailing,Sailing,"DAHL, Christopher Johan",Men,6M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"LUNDE, Eugen Peder",Men,6M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"LUNDGREN, Anders",Men,6M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"DEGN, Knud Oluf",Men,6M,Silver,Denmark,5676002.0
summer,1924,Paris,Sailing,Sailing,"NIELSEN, Christian Sören",Men,6M,Silver,Denmark,5676002.0
summer,1924,Paris,Sailing,Sailing,"VETT, Vilhelm",Men,6M,Silver,Denmark,5676002.0
summer,1924,Paris,Sailing,Sailing,"BREGUET, Louis",Men,8M,Bronze,France,66808385.0
summer,1924,Paris,Sailing,Sailing,"GANTHIER, P.",Men,8M,Bronze,France,66808385.0
summer,1924,Paris,Sailing,Sailing,"GIRARDET, R.",Men,8M,Bronze,France,66808385.0
summer,1924,Paris,Sailing,Sailing,"GUERRIER, A.",Men,8M,Bronze,France,66808385.0
summer,1924,Paris,Sailing,Sailing,"MOLLARD, Georges",Men,8M,Bronze,France,66808385.0
summer,1924,Paris,Sailing,Sailing,"BOCKELIE, Rick Marlow",Men,8M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"HAGEN, Harald",Men,8M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"NIELSEN, Ingar",Men,8M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"RINGVOLD, Carl August",Men,8M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"RINGVOLD, Carl August Jr.",Men,8M,Gold,Norway,5195921.0
summer,1924,Paris,Sailing,Sailing,"JACOB, Edwin Ellis",Men,8M,Silver,United Kingdom,65138232.0
summer,1924,Paris,Sailing,Sailing,"RIGGS, Thomas Cooper",Men,8M,Silver,United Kingdom,65138232.0
summer,1924,Paris,Sailing,Sailing,"RIGGS, Walter",Men,8M,Silver,United Kingdom,65138232.0
summer,1924,Paris,Sailing,Sailing,"RONEY, Ernest John",Men,8M,Silver,United Kingdom,65138232.0
summer,1924,Paris,Sailing,Sailing,"DITTMAR, Hans Erik",Men,Olympic Class Monotype,Bronze,Finland,5482013.0
summer,1924,Paris,Sailing,Sailing,"HUYBRECHTS, Léon",Men,Olympic Class Monotype,Gold,Belgium,11285721.0
summer,1924,Paris,Sailing,Sailing,"ROBERT, Henrik",Men,Olympic Class Monotype,Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"SWAHN, Alfred",Men,"100M Running Deer, Double Shots",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",Men,"100M Running Deer, Double Shots",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",Men,"100M Running Deer, Double Shots",Silver,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"BENEDICKS, Edward",Men,"100M Running Deer, Double Shots, Team",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"EKBLOM, Axel W.",Men,"100M Running Deer, Double Shots, Team",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"JOHANSSON, G. Mauritz",Men,"100M Running Deer, Double Shots, Team",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"LANDELIUS, P. Fredric",Men,"100M Running Deer, Double Shots, Team",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"SVENSSON, Karl-Gustaf E.",Men,"100M Running Deer, Double Shots, Team",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"SWAHN, Alfred",Men,"100M Running Deer, Double Shots, Team",Bronze,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"FAUNTHORPE, John Champion",Men,"100M Running Deer, Double Shots, Team",Gold,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",Men,"100M Running Deer, Double Shots, Team",Gold,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"NEAME, Philip",Men,"100M Running Deer, Double Shots, Team",Gold,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"O'LEARY, John J.",Men,"100M Running Deer, Double Shots, Team",Gold,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"PERRY, Herbert Spencer",Men,"100M Running Deer, Double Shots, Team",Gold,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"WHITTY, Allen",Men,"100M Running Deer, Double Shots, Team",Gold,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"LIBERG, Einar",Men,"100M Running Deer, Double Shots, Team",Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",Men,"100M Running Deer, Double Shots, Team",Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"NATVIG, Harald",Men,"100M Running Deer, Double Shots, Team",Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"NORDVIK, Hans",Men,"100M Running Deer, Double Shots, Team",Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"OLSEN, Otto M.",Men,"100M Running Deer, Double Shots, Team",Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"WESMANN-KJAER, Oluf",Men,"100M Running Deer, Double Shots, Team",Silver,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"OLSEN, Otto M.",Men,"100M Running Deer, Single Shots",Bronze,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"BOLES, John Keith",Men,"100M Running Deer, Single Shots",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"MACKWORTH-PRAED, Cyril Winthrop",Men,"100M Running Deer, Single Shots",Silver,United Kingdom,65138232.0
summer,1924,Paris,Shooting,Shooting,"BOLES, John Keith",Men,"100M Running Deer, Single Shots, Team",Bronze,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"COULTER, Raymond Orville",Men,"100M Running Deer, Single Shots, Team",Bronze,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"FENTON, Dennis",Men,"100M Running Deer, Single Shots, Team",Bronze,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"STOKES, Walter Raymond",Men,"100M Running Deer, Single Shots, Team",Bronze,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"LIBERG, Einar",Men,"100M Running Deer, Single Shots, Team",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",Men,"100M Running Deer, Single Shots, Team",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"NATVIG, Harald",Men,"100M Running Deer, Single Shots, Team",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"NORDVIK, Hans",Men,"100M Running Deer, Single Shots, Team",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"OLSEN, Otto M.",Men,"100M Running Deer, Single Shots, Team",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"WESMANN-KJAER, Oluf",Men,"100M Running Deer, Single Shots, Team",Gold,Norway,5195921.0
summer,1924,Paris,Shooting,Shooting,"HULTBERG, Otto F.",Men,"100M Running Deer, Single Shots, Team",Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"JOHANSSON, G. Mauritz",Men,"100M Running Deer, Single Shots, Team",Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"LANDELIUS, P. Fredric",Men,"100M Running Deer, Single Shots, Team",Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"RICHTER, Karl G. B.",Men,"100M Running Deer, Single Shots, Team",Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"SVENSSON, Karl-Gustaf E.",Men,"100M Running Deer, Single Shots, Team",Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"SWAHN, Alfred",Men,"100M Running Deer, Single Shots, Team",Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"HANNELIUS, Lennart Wilhelm",Men,25M Rapid Fire Pistol (60 Shots),Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"BAILEY, Henry Marvin",Men,25M Rapid Fire Pistol (60 Shots),Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"CARLBERG, G. Vilhelm",Men,25M Rapid Fire Pistol (60 Shots),Silver,Sweden,9798871.0
summer,1924,Paris,Shooting,Shooting,"AUGUSTIN, Ludovic",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"CLERMONT, L. H.",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"DESTINE, Destin",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"DUPRE, C.",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"METULLUS, St Eloi",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"ROLLAND, Astrel",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"VALBORGE, Ludovic",Men,"400, 600, 800M Free Rifle, Team",Bronze,Haiti,10711067.0
summer,1924,Paris,Shooting,Shooting,"COULTER, Raymond Orville",Men,"400, 600, 800M Free Rifle, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"CROCKETT, Joseph W.",Men,"400, 600, 800M Free Rifle, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"FISHER, Morris",Men,"400, 600, 800M Free Rifle, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"HINDS, Sidney Rae",Men,"400, 600, 800M Free Rifle, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"STOKES, Walter Raymond",Men,"400, 600, 800M Free Rifle, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"COLAS, Paul René",Men,"400, 600, 800M Free Rifle, Team",Silver,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"COURQUIN, Albert",Men,"400, 600, 800M Free Rifle, Team",Silver,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"HARDY, Pierre",Men,"400, 600, 800M Free Rifle, Team",Silver,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"JOHNSON, Léon",Men,"400, 600, 800M Free Rifle, Team",Silver,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"PARMENTIER, André",Men,"400, 600, 800M Free Rifle, Team",Silver,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"ROES, Georges",Men,"400, 600, 800M Free Rifle, Team",Silver,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"HARTMANN, Josias",Men,50M Rifle Prone (60 Shots),Bronze,Switzerland,8286976.0
summer,1924,Paris,Shooting,Shooting,"COQUELIN DE LISLE, Pierre",Men,50M Rifle Prone (60 Shots),Gold,France,66808385.0
summer,1924,Paris,Shooting,Shooting,"DINWIDDIE, Marcus William",Men,50M Rifle Prone (60 Shots),Silver,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev",Men,"600M Free Rifle, Individual",Bronze,Denmark,5676002.0
summer,1924,Paris,Shooting,Shooting,"FISHER, Morris",Men,"600M Free Rifle, Individual",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"OSBURN, Carl Townsend",Men,"600M Free Rifle, Individual",Silver,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"EKMAN, Werner R. N.",Men,"Clay Pigeons, Team",Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"HUBER, Konrad Walentin",Men,"Clay Pigeons, Team",Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"HUBER, Robert Valdemar",Men,"Clay Pigeons, Team",Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"NORDBLAD, Georg J. W.",Men,"Clay Pigeons, Team",Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"TIKKANEN, Robert",Men,"Clay Pigeons, Team",Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"WEGELIUS, Karl Magnus",Men,"Clay Pigeons, Team",Bronze,Finland,5482013.0
summer,1924,Paris,Shooting,Shooting,"ETCHEN, Frederick R.",Men,"Clay Pigeons, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"HUGUES, F. H.",Men,"Clay Pigeons, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"MOEL, J.",Men,"Clay Pigeons, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"PLATT, Clarence B.",Men,"Clay Pigeons, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"SHARMAN, Samuel",Men,"Clay Pigeons, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"SILKWORTH, William",Men,"Clay Pigeons, Team",Gold,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"BARNES, W.",Men,"Clay Pigeons, Team",Silver,Canada,35851774.0
summer,1924,Paris,Shooting,Shooting,"BEATTIE, George",Men,"Clay Pigeons, Team",Silver,Canada,35851774.0
summer,1924,Paris,Shooting,Shooting,"BLACK, John Hutchinson",Men,"Clay Pigeons, Team",Silver,Canada,35851774.0
summer,1924,Paris,Shooting,Shooting,"MONTGOMERY, Robert James",Men,"Clay Pigeons, Team",Silver,Canada,35851774.0
summer,1924,Paris,Shooting,Shooting,"NEWTON, S. R.",Men,"Clay Pigeons, Team",Silver,Canada,35851774.0
summer,1924,Paris,Shooting,Shooting,"VANCE, Samuel Goodwin",Men,"Clay Pigeons, Team",Silver,Canada,35851774.0
summer,1924,Paris,Shooting,Shooting,"HUGHES, Frank",Men,Trap (125 Targets),Bronze,United States,321418820.0
summer,1924,Paris,Shooting,Shooting,"HALASY, Gyula",Men,Trap (125 Targets),Gold,Hungary,9844686.0
summer,1924,Paris,Shooting,Shooting,"HUBER, Konrad Walentin",Men,Trap (125 Targets),Silver,Finland,5482013.0
summer,1924,Paris,Tennis,Tennis,"BOROTRA, Jean R.",Men,Doubles,Bronze,France,66808385.0
summer,1924,Paris,Tennis,Tennis,"LACOSTE, Jean René",Men,Doubles,Bronze,France,66808385.0
summer,1924,Paris,Tennis,Tennis,"HUNTER, Francis Townsend",Men,Doubles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"RICHARDS, Vincent",Men,Doubles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"BRUGNON, Jacques",Men,Doubles,Silver,France,66808385.0
summer,1924,Paris,Tennis,Tennis,"COCHET, Henri",Men,Doubles,Silver,France,66808385.0
summer,1924,Paris,Tennis,Tennis,"COLYER, Evelyn Lucy",Women,Doubles,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Tennis,Tennis,"SHEPHERD BARRON, Dorothy Cunliffe",Women,Doubles,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",Women,Doubles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"WILLS-MOODY, Helen",Women,Doubles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"COVELL, Phyllis Lindrea",Women,Doubles,Silver,United Kingdom,65138232.0
summer,1924,Paris,Tennis,Tennis,"MAC KANE, Kathleen",Women,Doubles,Silver,United Kingdom,65138232.0
summer,1924,Paris,Tennis,Tennis,"TIMMER, Hendrik",Men,Mixed Doubles,Bronze,Netherlands,16936520.0
summer,1924,Paris,Tennis,Tennis,"WILLIAMS, Richard Norris III",Men,Mixed Doubles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"RICHARDS, Vincent",Men,Mixed Doubles,Silver,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"BOUMAN, Cornelia",Women,Mixed Doubles,Bronze,Netherlands,16936520.0
summer,1924,Paris,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",Women,Mixed Doubles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"JESSUP, Marion",Women,Mixed Doubles,Silver,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"DE MORPURGO, Umberto",Men,Singles,Bronze,Italy,60802085.0
summer,1924,Paris,Tennis,Tennis,"RICHARDS, Vincent",Men,Singles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"COCHET, Henri",Men,Singles,Silver,France,66808385.0
summer,1924,Paris,Tennis,Tennis,"MAC KANE, Kathleen",Women,Singles,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Tennis,Tennis,"WILLS-MOODY, Helen",Women,Singles,Gold,United States,321418820.0
summer,1924,Paris,Tennis,Tennis,"VLASTO, Julie P.",Women,Singles,Silver,France,66808385.0
summer,1924,Paris,Weightlifting,Weightlifting,"REINMANN, Arthur",Men,"- 60KG, One-Two Hand 5 Events (Featherweight)",Bronze,Switzerland,8286976.0
summer,1924,Paris,Weightlifting,Weightlifting,"GABETTI, Pierino",Men,"- 60KG, One-Two Hand 5 Events (Featherweight)",Gold,Italy,60802085.0
summer,1924,Paris,Weightlifting,Weightlifting,"STADLER, Andreas",Men,"- 60KG, One-Two Hand 5 Events (Featherweight)",Silver,Austria,8611088.0
summer,1924,Paris,Weightlifting,Weightlifting,"TAMMER, Harald",Men,"+ 82.5KG, One-Two Hand 5 Events (Heavyweight)",Bronze,Estonia,1311998.0
summer,1924,Paris,Weightlifting,Weightlifting,"TONANI, Giuseppe",Men,"+ 82.5KG, One-Two Hand 5 Events (Heavyweight)",Gold,Italy,60802085.0
summer,1924,Paris,Weightlifting,Weightlifting,"AIGNER, Franz",Men,"+ 82.5KG, One-Two Hand 5 Events (Heavyweight)",Silver,Austria,8611088.0
summer,1924,Paris,Weightlifting,Weightlifting,"DURDYS, Bohumil",Men,"60 - 67.5KG, One-Two Hand 5 Events (Lightweight)",Bronze,,
summer,1924,Paris,Weightlifting,Weightlifting,"DECOTTIGNIES, Edmond",Men,"60 - 67.5KG, One-Two Hand 5 Events (Lightweight)",Gold,France,66808385.0
summer,1924,Paris,Weightlifting,Weightlifting,"ZWERINA, Anton",Men,"60 - 67.5KG, One-Two Hand 5 Events (Lightweight)",Silver,Austria,8611088.0
summer,1924,Paris,Weightlifting,Weightlifting,"KIKKAS, Jaan",Men,"67.5 - 75KG, One-Two Hand 5 Events (Middleweight)",Bronze,Estonia,1311998.0
summer,1924,Paris,Weightlifting,Weightlifting,"GALIMBERTI, Carlo",Men,"67.5 - 75KG, One-Two Hand 5 Events (Middleweight)",Gold,Italy,60802085.0
summer,1924,Paris,Weightlifting,Weightlifting,"NEULAND, Alfred",Men,"67.5 - 75KG, One-Two Hand 5 Events (Middleweight)",Silver,Estonia,1311998.0
summer,1924,Paris,Weightlifting,Weightlifting,"FRIEDRICH, Leopold",Men,"75 - 82.5KG, One-Two Hand 5 E. (Light-Heavyweight)",Bronze,Austria,8611088.0
summer,1924,Paris,Weightlifting,Weightlifting,"RIGOULOT, Charles",Men,"75 - 82.5KG, One-Two Hand 5 E. (Light-Heavyweight)",Gold,France,66808385.0
summer,1924,Paris,Weightlifting,Weightlifting,"HÜNENBERGER, Fritz",Men,"75 - 82.5KG, One-Two Hand 5 E. (Light-Heavyweight)",Silver,Switzerland,8286976.0
summer,1924,Paris,Wrestling,Wrestling Free.,"HINES, Bryan",Men,- 56KG (Bantamweight),Bronze,United States,321418820.0
summer,1924,Paris,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Kustaa",Men,- 56KG (Bantamweight),Gold,Finland,5482013.0
summer,1924,Paris,Wrestling,Wrestling Free.,"MÄKINEN, Kaarlo E.",Men,- 56KG (Bantamweight),Silver,Finland,5482013.0
summer,1924,Paris,Wrestling,Wrestling Free.,"MAC DONALD, Andrew",Men,+ 87KG (Heavyweight),Bronze,United Kingdom,65138232.0
summer,1924,Paris,Wrestling,Wrestling Free.,"STEELE, Harry",Men,+ 87KG (Heavyweight),Gold,United States,321418820.0
summer,1924,Paris,Wrestling,Wrestling Free.,"WERNLI, Henri",Men,+ 87KG (Heavyweight),Silver,Switzerland,8286976.0
summer,1924,Paris,Wrestling,Wrestling Free.,"NAITO, Katsutoshi",Men,56 - 61KG (Featherweight),Bronze,Japan,126958472.0
summer,1924,Paris,Wrestling,Wrestling Free.,"REED, Robin",Men,56 - 61KG (Featherweight),Gold,United States,321418820.0
summer,1924,Paris,Wrestling,Wrestling Free.,"NEWTON, Chester",Men,56 - 61KG (Featherweight),Silver,United States,321418820.0
summer,1924,Paris,Wrestling,Wrestling Free.,"HAAVISTO, Arvo",Men,61 - 66KG (Lightweight),Bronze,Finland,5482013.0
summer,1924,Paris,Wrestling,Wrestling Free.,"VIS, Russell",Men,61 - 66KG (Lightweight),Gold,United States,321418820.0
summer,1924,Paris,Wrestling,Wrestling Free.,"WIKSTRÖM, Volmari W.",Men,61 - 66KG (Lightweight),Silver,Finland,5482013.0
summer,1924,Paris,Wrestling,Wrestling Free.,"MÜLLER, Otto",Men,66 - 72KG (Welterweight),Bronze,Switzerland,8286976.0
summer,1924,Paris,Wrestling,Wrestling Free.,"GEHRI, Hermann",Men,66 - 72KG (Welterweight),Gold,Switzerland,8286976.0
summer,1924,Paris,Wrestling,Wrestling Free.,"LEINO, Eino Aukusti",Men,66 - 72KG (Welterweight),Silver,Finland,5482013.0
summer,1924,Paris,Wrestling,Wrestling Free.,"PEKKALA, Vilho F.",Men,72 - 79KG (Middleweight),Bronze,Finland,5482013.0
summer,1924,Paris,Wrestling,Wrestling Free.,"HAGGMANN, Fritz",Men,72 - 79KG (Middleweight),Gold,Switzerland,8286976.0
summer,1924,Paris,Wrestling,Wrestling Free.,"OLLIVIER, Pierre",Men,72 - 79KG (Middleweight),Silver,Belgium,11285721.0
summer,1924,Paris,Wrestling,Wrestling Free.,"COURANT, Charles",Men,79 - 87KG (Light-Heavyweight),Bronze,Switzerland,8286976.0
summer,1924,Paris,Wrestling,Wrestling Free.,"SPELLMAN, John Franklin",Men,79 - 87KG (Light-Heavyweight),Gold,United States,321418820.0
summer,1924,Paris,Wrestling,Wrestling Free.,"SVENSSON, Rudolf",Men,79 - 87KG (Light-Heavyweight),Silver,Sweden,9798871.0
