Season,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Population
summer,2004,Athens,Aquatics,Swimming,"HACKETT, Grant",Men,1500M Freestyle,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"JENSEN, Larsen",Men,1500M Freestyle,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"FLOREA, Razvan Ionut",Men,200M Backstroke,Bronze,,
summer,2004,Athens,Aquatics,Swimming,"PEIRSOL, Aaron",Men,200M Backstroke,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"ROGAN, Markus",Men,200M Backstroke,Silver,Austria,8611088.0
summer,2004,Athens,Aquatics,Swimming,"BUSCHSCHULTE, Antje",Women,200M Backstroke,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"NAKAMURA, Reiko",Women,200M Backstroke,Bronze,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"COVENTRY, Kirsty",Women,200M Backstroke,Gold,Zimbabwe,15602751.0
summer,2004,Athens,Aquatics,Swimming,"KOMAROVA, Stanislava",Women,200M Backstroke,Silver,Russia,144096812.0
summer,2004,Athens,Aquatics,Swimming,"HANSEN, Brendan",Men,200M Breaststroke,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KITAJIMA, Kosuke",Men,200M Breaststroke,Gold,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"GYURTA, Daniel",Men,200M Breaststroke,Silver,Hungary,9844686.0
summer,2004,Athens,Aquatics,Swimming,"POLESKA, Anne",Women,200M Breaststroke,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"BEARD, Amanda",Women,200M Breaststroke,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"JONES, Leisel",Women,200M Breaststroke,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"PARRY, Stephen",Men,200M Butterfly,Bronze,United Kingdom,65138232.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,200M Butterfly,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"YAMAMOTO, Takashi",Men,200M Butterfly,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"NAKANISHI, Yuko",Women,200M Butterfly,Bronze,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"JEDRZEJCZAK, Otylia",Women,200M Butterfly,Gold,Poland,37999494.0
summer,2004,Athens,Aquatics,Swimming,"THOMAS, Petria",Women,200M Butterfly,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,200M Freestyle,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"THORPE, Ian",Men,200M Freestyle,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"VAN DEN HOOGENBAND, Pieter",Men,200M Freestyle,Silver,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"FIGUES, Solenne",Women,200M Freestyle,Bronze,France,66808385.0
summer,2004,Athens,Aquatics,Swimming,"POTEC, Camelia",Women,200M Freestyle,Gold,,
summer,2004,Athens,Aquatics,Swimming,"PELLEGRINI, Federica",Women,200M Freestyle,Silver,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"BOVELL, George",Men,200M Individual Medley,Bronze,Trinidad and Tobago,1360088.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,200M Individual Medley,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"LOCHTE, Ryan",Men,200M Individual Medley,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"COVENTRY, Kirsty",Women,200M Individual Medley,Bronze,Zimbabwe,15602751.0
summer,2004,Athens,Aquatics,Swimming,"KLOCHKOVA, Yana",Women,200M Individual Medley,Gold,Ukraine,45198200.0
summer,2004,Athens,Aquatics,Swimming,"BEARD, Amanda",Women,200M Individual Medley,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KELLER, Klete",Men,400M Freestyle,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"THORPE, Ian",Men,400M Freestyle,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"HACKETT, Grant",Men,400M Freestyle,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"SANDENO, Kaitlin",Women,400M Freestyle,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"MANAUDOU, Laure",Women,400M Freestyle,Gold,France,66808385.0
summer,2004,Athens,Aquatics,Swimming,"JEDRZEJCZAK, Otylia",Women,400M Freestyle,Silver,Poland,37999494.0
summer,2004,Athens,Aquatics,Swimming,"CSEH, Laszlo",Men,400M Individual Medley,Bronze,Hungary,9844686.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,400M Individual Medley,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"VENDT, Erik",Men,400M Individual Medley,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"BARDACH, Georgina",Women,400M Individual Medley,Bronze,Argentina,43416755.0
summer,2004,Athens,Aquatics,Swimming,"KLOCHKOVA, Yana",Women,400M Individual Medley,Gold,Ukraine,45198200.0
summer,2004,Athens,Aquatics,Swimming,"SANDENO, Kaitlin",Women,400M Individual Medley,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"CROCKER, Ian",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"DUSING, Nate",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"HALL, Gary Jr.",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"LEZAK, Jason",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"WALKER, Neil",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"WOODWARD, Gabe",Men,4X100M Freestyle Relay,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"FERNS, Lyndon",Men,4X100M Freestyle Relay,Gold,South Africa,54956920.0
summer,2004,Athens,Aquatics,Swimming,"NEETHLING, Ryk",Men,4X100M Freestyle Relay,Gold,South Africa,54956920.0
summer,2004,Athens,Aquatics,Swimming,"SCHOEMAN, Roland",Men,4X100M Freestyle Relay,Gold,South Africa,54956920.0
summer,2004,Athens,Aquatics,Swimming,"TOWNSEND, Darian",Men,4X100M Freestyle Relay,Gold,South Africa,54956920.0
summer,2004,Athens,Aquatics,Swimming,"KENKHUIS, Johan",Men,4X100M Freestyle Relay,Silver,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"VAN DEN HOOGENBAND, Pieter",Men,4X100M Freestyle Relay,Silver,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"VEENS, Mark Hermanus",Men,4X100M Freestyle Relay,Silver,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"ZASTROW, Mitja",Men,4X100M Freestyle Relay,Silver,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"ZWERING, Klaas-Erik",Men,4X100M Freestyle Relay,Silver,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"DE BRUIJN, Inge",Women,4X100M Freestyle Relay,Bronze,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"DEKKER, Inge",Women,4X100M Freestyle Relay,Bronze,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"GROOT, Chantal",Women,4X100M Freestyle Relay,Bronze,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"KOSTEN, Annabel",Women,4X100M Freestyle Relay,Bronze,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"VELDHUIS, Marleen",Women,4X100M Freestyle Relay,Bronze,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"HENRY, Jodie",Women,4X100M Freestyle Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"MILLS, Alice",Women,4X100M Freestyle Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"RYAN, Sarah",Women,4X100M Freestyle Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"THOMAS, Petria",Women,4X100M Freestyle Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"TRICKETT, Lisbeth",Women,4X100M Freestyle Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"BENKO, Lindsay",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"CORREIA, Maritza",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"COUGHLIN, Natalie",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"JOYCE, Kara Lynn",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"LANNE, Colleen",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"THOMPSON, Jenny",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"WEIR, Amanda",Women,4X100M Freestyle Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KITAJIMA, Kosuke",Men,4X100M Medley Relay,Bronze,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"MORITA, Tomomi",Men,4X100M Medley Relay,Bronze,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"OKUMURA, Yoshihiro",Men,4X100M Medley Relay,Bronze,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"YAMAMOTO, Takashi",Men,4X100M Medley Relay,Bronze,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"CROCKER, Ian",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"GANGLOFF, Mark",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"HANSEN, Brendan",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KRAYZELBURG, Lenny",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"LEZAK, Jason",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"PEIRSOL, Aaron",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"WALKER, Neil",Men,4X100M Medley Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"CONRAD, Lars",Men,4X100M Medley Relay,Silver,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"DRIESEN, Steffen",Men,4X100M Medley Relay,Silver,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"KRUPPA, Jens",Men,4X100M Medley Relay,Silver,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"MEEUW, Helge",Men,4X100M Medley Relay,Silver,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"RUPPRATH, Thomas",Men,4X100M Medley Relay,Silver,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"BUSCHSCHULTE, Antje",Women,4X100M Medley Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"GOTZ, Daniela",Women,4X100M Medley Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"POEWE, Sarah",Women,4X100M Medley Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"VAN ALMSICK, Franziska",Women,4X100M Medley Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"HANSON, Brooke",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"HENRY, Jodie",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"JONES, Leisel",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"MILLS, Alice",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"ROONEY, Giaan",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"SCHIPPER, Jess",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"THOMAS, Petria",Women,4X100M Medley Relay,Gold,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"BEARD, Amanda",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"COPE, Haley",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"COUGHLIN, Natalie",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"JOYCE, Kara Lynn",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KIRK, Tara",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KOMISARZ, Rachel",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"THOMPSON, Jenny",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"WEIR, Amanda",Women,4X100M Medley Relay,Silver,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"BREMBILLA, Emiliano",Men,4X200M Freestyle Relay,Bronze,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"CAPPELLAZZO, Federico",Men,4X200M Freestyle Relay,Bronze,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"CERCATO, Simone",Men,4X200M Freestyle Relay,Bronze,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"MAGNINI, Filippo",Men,4X200M Freestyle Relay,Bronze,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"PELLICIARI, Matteo",Men,4X200M Freestyle Relay,Bronze,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"ROSOLINO, Massimiliano",Men,4X200M Freestyle Relay,Bronze,Italy,60802085.0
summer,2004,Athens,Aquatics,Swimming,"GOLDBLATT, Scott",Men,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KELLER, Klete",Men,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KETCHUM, Dan",Men,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"LOCHTE, Ryan",Men,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"PHELPS, Michael",Men,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"VANDERKAAY, Peter",Men,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"HACKETT, Grant",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"KLIM, Michael",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"MATKOVICH, Antony",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"PEARSON, Todd",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"SPRENGER, Nicholas",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"STEVENS, Craig",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"THORPE, Ian",Men,4X200M Freestyle Relay,Silver,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"BUSCHSCHULTE, Antje",Women,4X200M Freestyle Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"DALLMANN, Petra",Women,4X200M Freestyle Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"GOETZ, Janina Kristin",Women,4X200M Freestyle Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"HARSTICK, Sara",Women,4X200M Freestyle Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"STOCKBAUER, Hannah",Women,4X200M Freestyle Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"VAN ALMSICK, Franziska",Women,4X200M Freestyle Relay,Bronze,Germany,81413145.0
summer,2004,Athens,Aquatics,Swimming,"BENKO, Lindsay",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"COUGHLIN, Natalie",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"JEFFREY, Rhi",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"KOMISARZ, Rachel",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"PIPER, Carly",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"SANDENO, Kaitlin",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"VOLLMER, Dana",Women,4X200M Freestyle Relay,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"LI, Ji",Women,4X200M Freestyle Relay,Silver,China,1371220000.0
summer,2004,Athens,Aquatics,Swimming,"PANG, Jiaying",Women,4X200M Freestyle Relay,Silver,China,1371220000.0
summer,2004,Athens,Aquatics,Swimming,"XU, Yanwei",Women,4X200M Freestyle Relay,Silver,China,1371220000.0
summer,2004,Athens,Aquatics,Swimming,"YANG, Yu",Women,4X200M Freestyle Relay,Silver,China,1371220000.0
summer,2004,Athens,Aquatics,Swimming,"ZHU, Yingwen",Women,4X200M Freestyle Relay,Silver,China,1371220000.0
summer,2004,Athens,Aquatics,Swimming,"SCHOEMAN, Roland",Men,50M Freestyle,Bronze,South Africa,54956920.0
summer,2004,Athens,Aquatics,Swimming,"HALL, Gary Jr.",Men,50M Freestyle,Gold,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"DRAGANJA, Duje",Men,50M Freestyle,Silver,Croatia,4224404.0
summer,2004,Athens,Aquatics,Swimming,"TRICKETT, Lisbeth",Women,50M Freestyle,Bronze,Australia,23781169.0
summer,2004,Athens,Aquatics,Swimming,"DE BRUIJN, Inge",Women,50M Freestyle,Gold,Netherlands,16936520.0
summer,2004,Athens,Aquatics,Swimming,"METELLA, Malia",Women,50M Freestyle,Silver,France,66808385.0
summer,2004,Athens,Aquatics,Swimming,"MUNZ, Diana",Women,800M Freestyle,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Swimming,"SHIBATA, Ai",Women,800M Freestyle,Gold,Japan,126958472.0
summer,2004,Athens,Aquatics,Swimming,"MANAUDOU, Laure",Women,800M Freestyle,Silver,France,66808385.0
summer,2004,Athens,Aquatics,Synchronized S.,"BARTOSIK, Alison",Women,Duet,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"KOZLOVA, Anna",Women,Duet,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"DAVYDOVA, Anastasia",Women,Duet,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"ERMAKOVA, Anastasia",Women,Duet,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"TACHIBANA, Miya",Women,Duet,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"TAKEDA, Miho",Women,Duet,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"BARTOSIK, Alison",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"CROW, Tamara",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"DOBRATZ, Erin",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"JASONTEK, Rebecca",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"KOZLOVA, Anna",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"LOWE, Sara",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"MCFALL, Lauren",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"NESBITT, Stephanie",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"ZANOTTO, Kendra",Women,Team,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Synchronized S.,"AZAROVA, Elena",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"BRUSNIKINA, Olga",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"DAVYDOVA, Anastasia",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"ERMAKOVA, Anastasia",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"GROMOVA, Maria",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"KHASYANOVA, Elvira",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"KISSELEVA, Maria",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"NOVOKSHCHENOVA, Olga",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"SHORINA, Anna",Women,Team,Gold,Russia,144096812.0
summer,2004,Athens,Aquatics,Synchronized S.,"FUJIMARU, Michiyo",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"HARADA, Saho",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"KAWASHIMA, Naoko",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"KITAO, Kanako",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"SUZUKI, Emiko",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"TACHIBANA, Miya",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"TAKEDA, Miho",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"TATSUMI, Juri",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Synchronized S.,"YONEDA, Yoko",Women,Team,Silver,Japan,126958472.0
summer,2004,Athens,Aquatics,Water polo,"BALASHOV, Roman",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"CHOMAKHIDZE, Revaz",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"ERYSHOV, Alexandre",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"FEDOROV, Alexander",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"GARBOUZOV, Serguei",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"GORSHKOV, Dmitry",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"KOZLOV, Nikolai",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"MAKSIMOV, Nikolay",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"REKETCHINSKI, Andrei",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"STRATAN, Dmitry",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"YURCHIK, Vitaly",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"ZAKIROV, Marat",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"ZINNUROV, Irek",Men,Water Polo,Bronze,Russia,144096812.0
summer,2004,Athens,Aquatics,Water polo,"BENEDEK, Tibor",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"BIROS, Peter",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"FODOR, Rajmund",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"GERGELY, Istvan",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"KASAS, Tamas",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"KISS, Gergely",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"MADARAS, Norbert",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"MOLNAR, Tamas",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"STEINMETZ, Adam",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"STEINMETZ, Barnabas",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"SZECSI, Zoltan",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"VARGA, Tamas",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"VARI, Attila",Men,Water Polo,Gold,Hungary,9844686.0
summer,2004,Athens,Aquatics,Water polo,"CIRIC, Aleksandar",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"GOJKOVIC, Vladimir",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"IKODINOVIC, Danilo",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"JELENIC, Viktor",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"JOKIC, Predrag",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"KULJACA, Nikola",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"NIKIC, Slobodan",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"SAPIC, Aleksandar",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"SAVIC, Dejan",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"SEFIK, Denis",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"TRBOJEVIC, Petar",Men,Water Polo,Silver,Serbia,7098247.0
